ticker_id,provider,month,net_flow,total_assets
ABT,BlackRock,2024-03-01,22193182.41000001,2285736472.47
ABT,BlackRock,2024-04-01,76030887.21000004,2361767359.68
ABT,BlackRock,2024-05-01,131297955.10999998,2493065314.79
ABT,BlackRock,2024-06-01,57678880.139999986,2550744194.93
ABT,BlackRock,2024-07-01,365572644.67999995,2916316839.61
ABT,BlackRock,2024-08-01,225845137.29,3142161976.9
ABT,BlackRock,2024-09-01,-5555534.420000017,3136606442.48
ABT,BlackRock,2024-10-01,57375902.320000015,3193982344.8
ABT,BlackRock,2024-11-01,-228381738.83,2965600605.97
ABT,BlackRock,2024-12-01,-212367822.55,2753232783.42
ABT,Charles Schwab,2023-12-01,0.0,1164798497.23
ABT,Charles Schwab,2024-01-01,602131045.3,1766929542.53
ABT,Charles Schwab,2024-02-01,-124496844.22999999,1642432698.3
ABT,Charles Schwab,2024-03-01,537453072.54,2179885770.84
ABT,Charles Schwab,2024-04-01,191394789.54,2371280560.38
ABT,Charles Schwab,2024-05-01,476426041.39,2847706601.77
ABT,Charles Schwab,2024-06-01,-280487403.45,2567219198.32
ABT,Charles Schwab,2024-07-01,26242357.049999993,2593461555.37
ABT,Charles Schwab,2024-08-01,94686137.65,2688147693.02
ABT,Charles Schwab,2024-09-01,-534048765.81,2154098927.21
ABT,Charles Schwab,2024-10-01,-339177828.79999995,1814921098.41
ABT,Charles Schwab,2024-11-01,135564726.51,1950485824.92
ABT,Charles Schwab,2024-12-01,285509724.14000005,2235995549.06
ABT,Vanguard,2023-12-01,0.0,893952385.55
ABT,Vanguard,2024-01-01,89518196.39999998,983470581.95
ABT,Vanguard,2024-02-01,271254987.07,1254725569.02
ABT,Vanguard,2024-03-01,-98804814.01000005,1155920755.01
ABT,Vanguard,2024-04-01,169799823.41,1325720578.42
ABT,Vanguard,2024-05-01,56418283.58999996,1382138862.01
ABT,Vanguard,2024-06-01,-7452310.159999952,1374686551.85
ABT,Vanguard,2024-07-01,-259743061.78999996,1114943490.06
ABT,Vanguard,2024-08-01,170441351.76000005,1285384841.82
ABT,Vanguard,2024-09-01,-70410820.07000002,1214974021.75
ABT,Vanguard,2024-10-01,-870724489.41,344249532.34
ABT,Vanguard,2024-11-01,-558015235.56,-213765703.22
ABT,Vanguard,2024-12-01,-644067738.26,-857833441.48
ADBE,BlackRock,2023-12-01,0.0,1563404920.76
ADBE,BlackRock,2024-01-01,-101392937.99999997,1462011982.76
ADBE,BlackRock,2024-02-01,-66651419.35000004,1395360563.41
ADBE,BlackRock,2024-03-01,-98626141.90999998,1296734421.5
ADBE,BlackRock,2024-04-01,-490720465.2299999,806013956.27
ADBE,BlackRock,2024-05-01,-221525954.01000005,584488002.26
ADBE,BlackRock,2024-06-01,-296401122.29999995,288086879.96
ADBE,BlackRock,2024-07-01,-183286521.63,104800358.33
ADBE,BlackRock,2024-08-01,-478554857.89,-373754499.56
ADBE,BlackRock,2024-09-01,489262588.48999995,115508088.93
ADBE,BlackRock,2024-10-01,842213937.26,957722026.19
ADBE,BlackRock,2024-11-01,-935671175.46,22050850.73
ADBE,BlackRock,2024-12-01,570484624.8900001,592535475.62
ADBE,Vanguard,2023-12-01,0.0,1598901289.5
ADBE,Vanguard,2024-01-01,58490275.09,1657391564.59
ADBE,Vanguard,2024-02-01,-154000397.41,1503391167.18
ADBE,Vanguard,2024-03-01,-74166736.34999998,1429224430.83
ADBE,Vanguard,2024-04-01,-64340869.430000015,1364883561.4
ADBE,Vanguard,2024-05-01,143864884.07000002,1508748445.47
ADBE,Vanguard,2024-06-01,12072497.219999999,1520820942.69
ADBE,Vanguard,2024-07-01,-41709051.66999999,1479111891.02
ADBE,Vanguard,2024-08-01,80161812.3,1559273703.32
ADBE,Vanguard,2024-09-01,185187369.4,1744461072.72
ADBE,Vanguard,2024-10-01,196264129.79,1940725202.51
ADBE,Vanguard,2024-11-01,10974673.319999997,1951699875.83
ADBE,Vanguard,2024-12-01,530505111.67,2482204987.5
AMAT,BlackRock,2023-12-01,0.0,249262057.72
AMAT,BlackRock,2024-01-01,-227323808.76,21938248.96
AMAT,BlackRock,2024-02-01,-337832349.7,-315894100.74
AMAT,BlackRock,2024-03-01,100658546.24,-215235554.5
AMAT,BlackRock,2024-04-01,121190276.98999995,-94045277.51
AMAT,BlackRock,2024-05-01,293541467.61,199496190.1
AMAT,BlackRock,2024-06-01,346985536.32000005,546481726.42
AMAT,BlackRock,2024-07-01,-536839345.8600001,9642380.56
AMAT,BlackRock,2024-08-01,-370335896.90999997,-360693516.35
AMAT,BlackRock,2024-09-01,28151866.160000004,-332541650.19
AMAT,BlackRock,2024-10-01,20283026.560000002,-312258623.63
AMAT,BlackRock,2024-11-01,-735460077.56,-1047718701.19
AMAT,BlackRock,2024-12-01,579507982.29,-468210718.9
AMAT,Charles Schwab,2023-12-01,0.0,1166350321.85
AMAT,Charles Schwab,2024-01-01,-112354657.53,1053995664.32
AMAT,Charles Schwab,2024-02-01,-3642873.560000002,1050352790.76
AMAT,Charles Schwab,2024-03-01,-1559693.6600000074,1048793097.1
AMAT,Charles Schwab,2024-04-01,-65377544.37,983415552.73
AMAT,Charles Schwab,2024-05-01,-27029632.509999998,956385920.22
AMAT,Charles Schwab,2024-06-01,24056507.14,980442427.36
AMAT,Charles Schwab,2024-07-01,13199933.479999999,993642360.84
AMAT,Charles Schwab,2024-08-01,27353338.570000004,1020995699.41
AMAT,Charles Schwab,2024-09-01,39055483.0,1060051182.41
AMAT,Charles Schwab,2024-10-01,-112191905.66,947859276.75
AMAT,Charles Schwab,2024-11-01,-51867742.88,895991533.87
AMAT,Charles Schwab,2024-12-01,-56039272.48,839952261.39
AMZN,BlackRock,2023-12-01,0.0,1116752929.14
AMZN,BlackRock,2024-01-01,-596258444.75,520494484.39
AMZN,BlackRock,2024-02-01,26790933.55000005,547285417.94
AMZN,BlackRock,2024-03-01,1354960490.39,1902245908.33
AMZN,BlackRock,2024-04-01,-723787913.56,1178457994.77
AMZN,BlackRock,2024-05-01,-582737059.41,595720935.36
AMZN,BlackRock,2024-06-01,218035812.16,813756747.52
AMZN,BlackRock,2024-07-01,855823948.14,1669580695.66
AMZN,BlackRock,2024-08-01,-447758661.40999997,1221822034.25
AMZN,BlackRock,2024-09-01,-789393396.1700001,432428638.08
AMZN,BlackRock,2024-10-01,270140127.2999999,702568765.38
AMZN,BlackRock,2024-11-01,-634215115.5799999,68353649.8
AMZN,BlackRock,2024-12-01,-789767352.26,-721413702.46
AMZN,Charles Schwab,2023-12-01,0.0,736644886.03
AMZN,Charles Schwab,2024-01-01,-84318348.27,652326537.76
AMZN,Charles Schwab,2024-02-01,268782681.96000004,921109219.72
AMZN,Charles Schwab,2024-03-01,257196270.17000002,1178305489.89
AMZN,Charles Schwab,2024-04-01,287632762.03000003,1465938251.92
AMZN,Charles Schwab,2024-05-01,254597827.67999998,1720536079.6
AMZN,Charles Schwab,2024-06-01,255716436.19,1976252515.79
AMZN,Charles Schwab,2024-07-01,55729795.419999994,2031982311.21
AMZN,Charles Schwab,2024-08-01,43044775.699999996,2075027086.91
AMZN,Charles Schwab,2024-09-01,146392329.73,2221419416.64
AMZN,Charles Schwab,2024-10-01,-652126693.19,1569292723.45
AMZN,Charles Schwab,2024-11-01,249054526.07,1818347249.52
AMZN,Charles Schwab,2024-12-01,-57206486.90000001,1761140762.62
AMZN,Vanguard,2023-12-01,0.0,1307462956.21
AMZN,Vanguard,2024-01-01,1096028691.15,2403491647.36
AMZN,Vanguard,2024-02-01,-174639577.72999996,2228852069.63
AMZN,Vanguard,2024-03-01,-260360784.11,1968491285.52
AMZN,Vanguard,2024-04-01,818118132.1500001,2786609417.67
AMZN,Vanguard,2024-05-01,213195872.99000004,2999805290.66
AMZN,Vanguard,2024-06-01,-82923777.86000006,2916881512.8
AMZN,Vanguard,2024-07-01,-1256127078.76,1660754434.04
AMZN,Vanguard,2024-08-01,364033717.77000004,2024788151.81
AMZN,Vanguard,2024-09-01,862396053.0600001,2887184204.87
AMZN,Vanguard,2024-10-01,-247792054.41999996,2639392150.45
AMZN,Vanguard,2024-11-01,894254413.52,3533646563.97
AMZN,Vanguard,2024-12-01,-841297146.24,2692349417.73
ARKK,BlackRock,2023-12-01,0.0,608437800.35
ARKK,BlackRock,2024-01-01,437028811.58,1045466611.93
ARKK,BlackRock,2024-02-01,-220084353.17000002,825382258.76
ARKK,BlackRock,2024-03-01,36213549.73,861595808.49
ARKK,BlackRock,2024-04-01,-368432447.54,493163360.95
ARKK,BlackRock,2024-05-01,-166973335.54,326190025.41
ARKK,BlackRock,2024-06-01,544289979.24,870480004.65
ARKK,BlackRock,2024-07-01,125966321.23000002,996446325.88
ARKK,BlackRock,2024-08-01,220984939.67999998,1217431265.56
ARKK,BlackRock,2024-09-01,-190513765.67000002,1026917499.89
ARKK,BlackRock,2024-10-01,290122533.62,1317040033.51
ARKK,BlackRock,2024-11-01,479953393.42,1796993426.93
ARKK,BlackRock,2024-12-01,284091639.46999997,2081085066.4
ARKK,Charles Schwab,2023-12-01,0.0,1742117915.49
ARKK,Charles Schwab,2024-01-01,35011480.02999994,1777129395.52
ARKK,Charles Schwab,2024-02-01,428012098.3499999,2205141493.87
ARKK,Charles Schwab,2024-03-01,531681412.84,2736822906.71
ARKK,Charles Schwab,2024-04-01,93181770.73999998,2830004677.45
ARKK,Charles Schwab,2024-05-01,-134916794.91000006,2695087882.54
ARKK,Charles Schwab,2024-06-01,-531693353.32,2163394529.22
ARKK,Charles Schwab,2024-07-01,111437235.41000006,2274831764.63
ARKK,Charles Schwab,2024-08-01,-95726291.29,2179105473.34
ARKK,Charles Schwab,2024-09-01,-749838702.07,1429266771.27
ARKK,Charles Schwab,2024-10-01,-1415525122.1399999,13741649.13
ARKK,Charles Schwab,2024-11-01,337729231.03,351470880.16
ARKK,Charles Schwab,2024-12-01,-383827216.15,-32356335.99
ARKK,Vanguard,2023-12-01,0.0,366442853.31
ARKK,Vanguard,2024-01-01,432376093.0,798818946.31
ARKK,Vanguard,2024-02-01,99961435.03999999,898780381.35
ARKK,Vanguard,2024-03-01,351605205.40999997,1250385586.76
ARKK,Vanguard,2024-04-01,710498393.34,1960883980.1
ARKK,Vanguard,2024-05-01,283286475.64,2244170455.74
ARKK,Vanguard,2024-06-01,658627020.99,2902797476.73
ARKK,Vanguard,2024-07-01,50146927.07999998,2952944403.81
ARKK,Vanguard,2024-08-01,-139296277.41,2813648126.4
ARKK,Vanguard,2024-09-01,-198737571.46,2614910554.94
ARKK,Vanguard,2024-10-01,-347060965.64,2267849589.3
ARKK,Vanguard,2024-11-01,-700776797.77,1567072791.53
ARKK,Vanguard,2024-12-01,-461089358.38,1105983433.15
AVGO,Vanguard,2023-12-01,0.0,1228527226.39
AVGO,Vanguard,2024-01-01,-384022406.34000003,844504820.05
AVGO,Vanguard,2024-02-01,-317534924.23,526969895.82
AVGO,Vanguard,2024-03-01,-176279369.23,350690526.59
AVGO,Vanguard,2024-04-01,-295798697.53999996,54891829.05
AVGO,Vanguard,2024-05-01,-160596665.96000004,-105704836.91
AVGO,Vanguard,2024-06-01,295063418.21000004,189358581.3
AVGO,Vanguard,2024-07-01,361258621.52,550617202.82
AVGO,Vanguard,2024-08-01,-186670481.85999995,363946720.96
AVGO,Vanguard,2024-09-01,494632492.72,858579213.68
AVGO,Vanguard,2024-10-01,43349670.690000005,901928884.37
AVGO,Vanguard,2024-11-01,-310995420.23,590933464.14
AVGO,Vanguard,2024-12-01,-435657163.07,155276301.07
BAC,Vanguard,2023-12-01,0.0,961893346.96
BAC,Vanguard,2024-01-01,-779106567.97,182786778.99
BAC,Vanguard,2024-02-01,-388395932.62,-205609153.63
BAC,Vanguard,2024-03-01,365510775.6,159901621.97
BAC,Vanguard,2024-04-01,36073309.019999996,195974930.99
BAC,Vanguard,2024-05-01,-285761287.74999994,-89786356.76
BAC,Vanguard,2024-06-01,116230836.46000002,26444479.7
BAC,Vanguard,2024-07-01,426818851.05,453263330.75
BAC,Vanguard,2024-08-01,-621232228.78,-167968898.03
BAC,Vanguard,2024-09-01,-259036578.73000005,-427005476.76
BAC,Vanguard,2024-10-01,74740964.62,-352264512.14
BAC,Vanguard,2024-11-01,166843550.13000003,-185420962.01
BAC,Vanguard,2024-12-01,-599338224.27,-784759186.28
BND,BlackRock,2023-12-01,0.0,144714996.34
BND,BlackRock,2024-01-01,1110043641.04,1254758637.38
BND,BlackRock,2024-02-01,-122731990.57,1132026646.81
BND,BlackRock,2024-03-01,-19522852.549999967,1112503794.26
BND,BlackRock,2024-04-01,153352288.68999997,1265856082.95
BND,BlackRock,2024-05-01,-1024902.0299999863,1264831180.92
BND,BlackRock,2024-06-01,-471017935.62,793813245.3
BND,BlackRock,2024-07-01,-523867642.1600001,269945603.14
BND,BlackRock,2024-08-01,-274490369.07000005,-4544765.93
BND,BlackRock,2024-09-01,-588914869.99,-593459635.92
BND,BlackRock,2024-10-01,-891201789.01,-1484661424.93
BND,BlackRock,2024-11-01,230205736.94999996,-1254455687.98
BND,BlackRock,2024-12-01,-85172075.13,-1339627763.11
BND,Charles Schwab,2023-12-01,0.0,1933541114.06
BND,Charles Schwab,2024-01-01,1253881708.72,3187422822.78
BND,Charles Schwab,2024-02-01,597581654.05,3785004476.83
BND,Charles Schwab,2024-03-01,69651338.74000001,3854655815.57
BND,Charles Schwab,2024-04-01,-606555808.47,3248100007.1
BND,Charles Schwab,2024-05-01,429019287.85,3677119294.95
BND,Charles Schwab,2024-06-01,-934062438.9599999,2743056855.99
BND,Charles Schwab,2024-07-01,-1758700915.01,984355940.98
BND,Charles Schwab,2024-08-01,802986057.4599999,1787341998.44
BND,Charles Schwab,2024-09-01,-1421110018.2099998,366231980.23
BND,Charles Schwab,2024-10-01,-1093787970.48,-727555990.25
BND,Charles Schwab,2024-11-01,-1580280582.25,-2307836572.5
BND,Charles Schwab,2024-12-01,20438889.19999993,-2287397683.3
BND,Vanguard,2023-12-01,0.0,371915611.51
BND,Vanguard,2024-01-01,-115392213.83,256523397.68
BND,Vanguard,2024-02-01,-256776146.51999998,-252748.84
BND,Vanguard,2024-03-01,-192794598.29999998,-193047347.14
BND,Vanguard,2024-04-01,40407408.020000026,-152639939.12
BND,Vanguard,2024-05-01,-670076395.11,-822716334.23
BND,Vanguard,2024-06-01,-117783497.44,-940499831.67
BND,Vanguard,2024-07-01,565267958.9399999,-375231872.73
BND,Vanguard,2024-08-01,17317897.239999965,-357913975.49
BND,Vanguard,2024-09-01,-44205485.53,-402119461.02
BND,Vanguard,2024-10-01,402140578.63,21117.61
BND,Vanguard,2024-11-01,-126682566.28000005,-126661448.67
BND,Vanguard,2024-12-01,253755449.30999997,127094000.64
BRK-B,BlackRock,2023-12-01,0.0,684232818.62
BRK-B,BlackRock,2024-01-01,-103520313.47000003,580712505.15
BRK-B,BlackRock,2024-02-01,282674301.87,863386807.02
BRK-B,BlackRock,2024-03-01,322537498.38000005,1185924305.4
BRK-B,BlackRock,2024-04-01,-36017946.41999999,1149906358.98
BRK-B,BlackRock,2024-05-01,-258518732.73999998,891387626.24
BRK-B,BlackRock,2024-06-01,110268928.9,1001656555.14
BRK-B,BlackRock,2024-07-01,34778136.710000016,1036434691.85
BRK-B,BlackRock,2024-08-01,389730654.63,1426165346.48
BRK-B,BlackRock,2024-09-01,-381985128.82,1044180217.66
BRK-B,BlackRock,2024-10-01,-6279679.269999981,1037900538.39
BRK-B,BlackRock,2024-11-01,-194955651.32999998,842944887.06
BRK-B,BlackRock,2024-12-01,-22306609.06,820638278.0
BRK-B,Vanguard,2023-12-01,0.0,1422746234.02
BRK-B,Vanguard,2024-01-01,297004512.86,1719750746.88
BRK-B,Vanguard,2024-02-01,911248578.3299999,2630999325.21
BRK-B,Vanguard,2024-03-01,56592433.559999995,2687591758.77
BRK-B,Vanguard,2024-04-01,319392071.19000006,3006983829.96
BRK-B,Vanguard,2024-05-01,-190350619.01999998,2816633210.94
BRK-B,Vanguard,2024-06-01,285661247.63000005,3102294458.57
BRK-B,Vanguard,2024-07-01,-117849025.2,2984445433.37
BRK-B,Vanguard,2024-08-01,288080501.9,3272525935.27
BRK-B,Vanguard,2024-09-01,357130963.83000004,3629656899.1
BRK-B,Vanguard,2024-10-01,223280235.07,3852937134.17
BRK-B,Vanguard,2024-11-01,280768183.38,4133705317.55
BRK-B,Vanguard,2024-12-01,-856361222.2099999,3277344095.34
CAT,BlackRock,2023-12-01,0.0,1666844923.16
CAT,BlackRock,2024-01-01,-193561795.54000002,1473283127.62
CAT,BlackRock,2024-02-01,-204452257.69000003,1268830869.93
CAT,BlackRock,2024-03-01,250094944.39000005,1518925814.32
CAT,BlackRock,2024-04-01,-87700352.61,1431225461.71
CAT,BlackRock,2024-05-01,213623006.79,1644848468.5
CAT,BlackRock,2024-06-01,-165647432.82999998,1479201035.67
CAT,BlackRock,2024-07-01,306962581.18999994,1786163616.86
CAT,BlackRock,2024-08-01,335644722.84000003,2121808339.7
CAT,BlackRock,2024-09-01,-243409088.76,1878399250.94
CAT,BlackRock,2024-10-01,-319918723.64,1558480527.3
CAT,BlackRock,2024-11-01,-203001781.89999998,1355478745.4
CAT,BlackRock,2024-12-01,654405629.42,2009884374.82
CAT,Charles Schwab,2023-12-01,0.0,1350653255.37
CAT,Charles Schwab,2024-01-01,167397623.93000007,1518050879.3
CAT,Charles Schwab,2024-02-01,192884361.22000003,1710935240.52
CAT,Charles Schwab,2024-03-01,293957671.03999996,2004892911.56
CAT,Charles Schwab,2024-04-01,-726669277.11,1278223634.45
CAT,Charles Schwab,2024-05-01,-192927492.12999994,1085296142.32
CAT,Charles Schwab,2024-06-01,-289579201.26,795716941.06
CAT,Charles Schwab,2024-07-01,346499340.78999996,1142216281.85
CAT,Charles Schwab,2024-08-01,-514710744.98999995,627505536.86
CAT,Charles Schwab,2024-09-01,916708085.5500001,1544213622.41
CAT,Charles Schwab,2024-10-01,-735889524.78,808324097.63
CAT,Charles Schwab,2024-11-01,-60529137.40000006,747794960.23
CAT,Charles Schwab,2024-12-01,1438886297.21,2186681257.44
COST,BlackRock,2023-12-01,0.0,696329728.33
COST,BlackRock,2024-01-01,98055940.79000005,794385669.12
COST,BlackRock,2024-02-01,-154909826.94,639475842.18
COST,BlackRock,2024-03-01,-225806826.17999998,413669016.0
COST,BlackRock,2024-04-01,60814016.249999925,474483032.25
COST,BlackRock,2024-05-01,1268361513.16,1742844545.41
COST,BlackRock,2024-06-01,-762998238.27,979846307.14
COST,BlackRock,2024-07-01,-811861971.76,167984335.38
COST,BlackRock,2024-08-01,-287433482.5,-119449147.12
COST,BlackRock,2024-09-01,497188320.58000004,377739173.46
COST,BlackRock,2024-10-01,344549404.16999996,722288577.63
COST,BlackRock,2024-11-01,818911015.41,1541199593.04
COST,BlackRock,2024-12-01,387524262.93,1928723855.97
COST,Charles Schwab,2023-12-01,0.0,1713548115.67
COST,Charles Schwab,2024-01-01,-456432377.99,1257115737.68
COST,Charles Schwab,2024-02-01,206509117.88,1463624855.56
COST,Charles Schwab,2024-03-01,-439509768.99,1024115086.57
COST,Charles Schwab,2024-04-01,300596286.35,1324711372.92
COST,Charles Schwab,2024-05-01,-303151363.25,1021560009.67
COST,Charles Schwab,2024-06-01,150781410.43,1172341420.1
COST,Charles Schwab,2024-07-01,81483922.34,1253825342.44
COST,Charles Schwab,2024-08-01,287351406.59,1541176749.03
COST,Charles Schwab,2024-09-01,178204249.08,1719380998.11
COST,Charles Schwab,2024-10-01,278051596.16,1997432594.27
COST,Charles Schwab,2024-11-01,34752352.46999999,2032184946.74
COST,Charles Schwab,2024-12-01,-403150.3599999994,2031781796.38
COST,Vanguard,2023-12-01,0.0,1045241425.67
COST,Vanguard,2024-01-01,-235016086.14000002,810225339.53
COST,Vanguard,2024-02-01,-286964976.94,523260362.59
COST,Vanguard,2024-03-01,164421025.7,687681388.29
COST,Vanguard,2024-04-01,-266302611.44,421378776.85
COST,Vanguard,2024-05-01,766547946.63,1187926723.48
COST,Vanguard,2024-06-01,202479278.41000003,1390406001.89
COST,Vanguard,2024-07-01,-326092737.68,1064313264.21
COST,Vanguard,2024-08-01,12766407.629999988,1077079671.84
COST,Vanguard,2024-09-01,104361011.41999999,1181440683.26
COST,Vanguard,2024-10-01,123034929.81,1304475613.07
COST,Vanguard,2024-11-01,-305890365.28999996,998585247.78
COST,Vanguard,2024-12-01,-53079008.72000001,945506239.06
CRM,BlackRock,2023-12-01,0.0,951437378.44
CRM,BlackRock,2024-01-01,1010113016.8199999,1961550395.26
CRM,BlackRock,2024-02-01,270128440.12,2231678835.38
CRM,BlackRock,2024-03-01,607675649.6700001,2839354485.05
CRM,BlackRock,2024-04-01,66611127.95999999,2905965613.01
CRM,BlackRock,2024-05-01,68857803.86999995,2974823416.88
CRM,BlackRock,2024-06-01,-405168386.18,2569655030.7
CRM,BlackRock,2024-07-01,-105006303.56000002,2464648727.14
CRM,BlackRock,2024-08-01,-51848318.19000003,2412800408.95
CRM,BlackRock,2024-09-01,-595025449.13,1817774959.82
CRM,BlackRock,2024-10-01,-454877388.06000006,1362897571.76
CRM,BlackRock,2024-11-01,593154007.0699999,1956051578.83
CRM,BlackRock,2024-12-01,-1317529130.1200001,638522448.71
CRM,Charles Schwab,2023-12-01,0.0,1163188815.63
CRM,Charles Schwab,2024-01-01,-214416839.06000006,948771976.57
CRM,Charles Schwab,2024-02-01,-287111385.82,661660590.75
CRM,Charles Schwab,2024-03-01,-12081708.670000002,649578882.08
CRM,Charles Schwab,2024-04-01,-425678605.41999996,223900276.66
CRM,Charles Schwab,2024-05-01,-603222047.37,-379321770.71
CRM,Charles Schwab,2024-06-01,752954428.36,373632657.65
CRM,Charles Schwab,2024-07-01,-670183437.03,-296550779.38
CRM,Charles Schwab,2024-08-01,-497356506.33000004,-793907285.71
CRM,Charles Schwab,2024-09-01,206729825.22,-587177460.49
CRM,Charles Schwab,2024-10-01,-867420476.7900001,-1454597937.28
CRM,Charles Schwab,2024-11-01,20115693.420000017,-1434482243.86
CRM,Charles Schwab,2024-12-01,-81177762.29000002,-1515660006.15
CRM,Vanguard,2023-12-01,0.0,111410500.02
CRM,Vanguard,2024-01-01,54186505.19,165597005.21
CRM,Vanguard,2024-02-01,-434044512.01,-268447506.8
CRM,Vanguard,2024-03-01,137004811.51999998,-131442695.28
CRM,Vanguard,2024-04-01,-32498554.629999995,-163941249.91
CRM,Vanguard,2024-05-01,-51543948.53,-215485198.44
CRM,Vanguard,2024-06-01,-129778755.51000002,-345263953.95
CRM,Vanguard,2024-07-01,-504146028.68,-849409982.63
CRM,Vanguard,2024-08-01,145098514.14999998,-704311468.48
CRM,Vanguard,2024-09-01,-145084808.32,-849396276.8
CRM,Vanguard,2024-10-01,590323525.6,-259072751.2
CRM,Vanguard,2024-11-01,-195610514.42000002,-454683265.62
CRM,Vanguard,2024-12-01,-109466200.55999994,-564149466.18
CSCO,Charles Schwab,2023-12-01,0.0,735112190.06
CSCO,Charles Schwab,2024-01-01,1026235978.38,1761348168.44
CSCO,Charles Schwab,2024-02-01,394355141.29,2155703309.73
CSCO,Charles Schwab,2024-03-01,-30472277.690000057,2125231032.04
CSCO,Charles Schwab,2024-04-01,-586833742.03,1538397290.01
CSCO,Charles Schwab,2024-05-01,-127698844.19000006,1410698445.82
CSCO,Charles Schwab,2024-06-01,-212262369.23999998,1198436076.58
CSCO,Charles Schwab,2024-07-01,-1409958415.2399998,-211522338.66
CSCO,Charles Schwab,2024-08-01,-224445759.4,-435968098.06
CSCO,Charles Schwab,2024-09-01,-458397789.9,-894365887.96
CSCO,Charles Schwab,2024-10-01,-381046738.2900001,-1275412626.25
CSCO,Charles Schwab,2024-11-01,-515325680.51000005,-1790738306.76
CSCO,Charles Schwab,2024-12-01,-293317762.8299999,-2084056069.59
CVX,BlackRock,2023-12-01,0.0,965143078.0
CVX,BlackRock,2024-01-01,350317049.5899999,1315460127.59
CVX,BlackRock,2024-02-01,1163142264.58,2478602392.17
CVX,BlackRock,2024-03-01,-307517685.74,2171084706.43
CVX,BlackRock,2024-04-01,-913287829.38,1257796877.05
CVX,BlackRock,2024-05-01,596649275.71,1854446152.76
