ticker_id,provider,date,net_flow_internal,net_flow_mstar,net_flow_bbg,net_flow_rel_diff_mstar,net_flow_rel_diff_bbg,num_flags_mstar,num_flags_bbg
SPY,BlackRock,2024-09-22,-74300717.05,-70900186.86,-76157994.21,-0.0458,-0.025,1,0
SPY,BlackRock,2024-09-28,-27644698.34,-28305537.25,-24436263.0,-0.0239,-0.1161,0,1
SPY,BlackRock,2024-09-29,69145119.63,64910118.71,68493988.79,0.0612,0.0094,1,1
SPY,BlackRock,2024-10-07,153554858.18,152738976.36,149184474.19,0.0053,0.0285,1,1
SPY,BlackRock,2024-10-11,-341584179.65,-341258812.32,-340494128.44,-0.001,-0.0032,1,1
SPY,BlackRock,2024-10-15,-281775096.81,-276770955.33,-282086601.63,-0.0178,-0.0011,1,0
SPY,BlackRock,2024-10-16,179941717.27,179865127.34,178072827.23,0.0004,0.0104,0,1
SPY,BlackRock,2024-10-20,34449490.15,33552064.68,30231326.14,0.0261,0.1224,0,1
SPY,BlackRock,2024-10-22,-88104550.2,-87028450.48,-88375616.06,-0.0122,-0.0031,1,1
SPY,BlackRock,2024-10-23,207279023.65,205561558.2,207871614.42,0.0083,0.0029,1,0
SPY,BlackRock,2024-10-30,-136025454.9,-137944832.77,-135911623.75,-0.0141,-0.0008,0,1
SPY,BlackRock,2024-11-02,-91412478.55,-73118121.52,-91232892.4,-0.2001,-0.002,1,0
SPY,BlackRock,2024-11-04,336106906.24,335676566.95,333636605.37,0.0013,0.0073,1,1
SPY,BlackRock,2024-11-08,-213230719.02,-215580707.45,-220827313.23,-0.011,-0.0356,1,1
SPY,BlackRock,2024-11-09,-236134964.03,-233280736.45,-235386348.22,-0.0121,-0.0032,1,0
SPY,BlackRock,2024-11-13,79517472.54,78512146.54,80874341.47,0.0126,0.0171,1,1
SPY,BlackRock,2024-11-14,323634428.66,322847794.56,325078109.13,0.0024,0.0045,1,1
SPY,BlackRock,2024-11-20,48918281.56,51119519.03,59163250.69,0.045,0.2094,0,2
SPY,BlackRock,2024-11-21,23905859.9,29088594.72,20252665.03,0.2168,0.1528,1,1
SPY,BlackRock,2024-11-22,9234110.11,10892372.5,7325605.69,0.1796,0.2067,3,2
SPY,BlackRock,2024-11-28,20642714.13,16801278.45,16441799.09,0.1861,0.2035,1,1
SPY,BlackRock,2024-11-30,-347437391.47,-344901673.2,-345120125.68,-0.0073,-0.0067,1,1
SPY,BlackRock,2024-12-03,4900758.96,4770660.21,4284346.81,0.0265,0.1258,0,1
SPY,BlackRock,2024-12-04,-299669445.6,-297092227.17,-298331668.47,-0.0086,-0.0045,0,1
SPY,BlackRock,2024-12-06,20059278.4,23293054.17,18459000.76,0.1612,0.0798,1,0
SPY,BlackRock,2024-12-07,-122565976.36,-122892575.65,-121097628.73,-0.0027,-0.012,0,1
SPY,BlackRock,2024-12-09,-53048958.53,-54686037.72,-49966999.08,-0.0309,-0.0581,0,1
SPY,BlackRock,2024-12-10,231480528.13,232448063.32,231081139.3,0.0042,0.0017,0,1
SPY,BlackRock,2024-12-15,6607697.03,9331071.06,135843.84,0.4122,0.9794,1,1
SPY,BlackRock,2024-12-18,-250574305.75,-249355840.04,-246922159.76,-0.0049,-0.0146,0,1
SPY,BlackRock,2024-12-19,-107004690.87,-108411734.76,-109061201.43,-0.0131,-0.0192,1,1
SPY,BlackRock,2024-12-21,35847263.75,39964498.75,34647515.14,0.1149,0.0335,1,0
SPY,BlackRock,2024-12-26,-196286107.03,-194455327.04,-199295259.84,-0.0093,-0.0153,1,0
SPY,BlackRock,2024-12-27,-314851959.05,-315434649.22,-307202034.91,-0.0019,-0.0243,0,1
SPY,BlackRock,2024-12-28,1758086.01,-2308478.84,326164.9,2.3131,0.8145,1,1
SPY,BlackRock,2024-12-29,279729808.95,280036887.34,280175190.18,0.0011,0.0016,1,1
SPY,BlackRock,2024-12-30,-114948254.83,-114163858.49,-115243764.67,-0.0068,-0.0026,1,1
SPY,Charles Schwab,2024-01-03,-238593744.78,-237102161.98,-238645700.23,-0.0063,-0.0002,1,0
SPY,Charles Schwab,2024-01-08,72589410.99,73906910.98,69043844.55,0.0182,0.0488,1,1
SPY,Charles Schwab,2024-01-13,39379610.35,40050130.66,39037090.48,0.017,0.0087,0,1
SPY,Charles Schwab,2024-01-15,-3142433.52,-7448159.16,-4798258.88,-1.3702,-0.5269,1,0
SPY,Charles Schwab,2024-01-16,-116109878.95,-113235862.23,-107097154.22,-0.0248,-0.0776,0,1
SPY,Charles Schwab,2024-01-19,-24264074.81,-24708435.57,-23276567.94,-0.0183,-0.0407,1,2
SPY,Charles Schwab,2024-01-24,219350288.45,220070438.46,216093021.9,0.0033,0.0148,1,1
SPY,Charles Schwab,2024-01-26,-18100574.12,-17635800.42,-13599127.07,-0.0257,-0.2487,1,1
SPY,Charles Schwab,2024-01-27,105394311.96,106076276.72,100628365.99,0.0065,0.0452,0,1
SPY,Charles Schwab,2024-01-30,-360861964.72,-356640172.15,-362966416.84,-0.0117,-0.0058,1,0
SPY,Charles Schwab,2024-01-31,-195195340.1,-195548396.01,-185678089.3,-0.0018,-0.0488,1,1
SPY,Charles Schwab,2024-02-10,16572965.92,20682061.33,16859417.09,0.2479,0.0173,3,2
SPY,Charles Schwab,2024-02-13,377980781.09,376754449.54,377423329.3,0.0032,0.0015,1,1
SPY,Charles Schwab,2024-03-01,-279127646.68,-280296877.59,-276920627.45,-0.0042,-0.0079,1,1
SPY,Charles Schwab,2024-03-02,15358049.52,12530964.35,13556459.59,0.1841,0.1173,1,1
SPY,Charles Schwab,2024-03-04,84832727.72,82601196.8,86598114.95,0.0263,0.0208,1,1
SPY,Charles Schwab,2024-03-07,-42591469.88,-44177524.99,-43006581.0,-0.0372,-0.0097,0,1
SPY,Charles Schwab,2024-03-10,-188116302.87,-187751089.51,-182849793.08,-0.0019,-0.028,0,1
SPY,Charles Schwab,2024-03-11,349447323.36,349670026.92,345768452.38,0.0006,0.0105,0,1
SPY,Charles Schwab,2024-03-16,-176799835.68,-169512838.99,-172360295.81,-0.0412,-0.0251,1,0
SPY,Charles Schwab,2024-03-18,379441306.25,379709212.6,373769507.16,0.0007,0.0149,0,1
SPY,Charles Schwab,2024-03-22,18174539.03,14904008.48,17227929.87,0.18,0.0521,1,0
SPY,Charles Schwab,2024-03-24,214903509.65,215326164.59,214518687.57,0.002,0.0018,1,1
SPY,Charles Schwab,2024-03-30,-125897445.48,-126716561.23,-123892275.66,-0.0065,-0.0159,1,1
SPY,Charles Schwab,2024-04-04,-348712259.34,-339994182.84,-352279012.77,-0.025,-0.0102,1,0
SPY,Charles Schwab,2024-04-10,-137114429.5,-127227086.05,-139098295.58,-0.0721,-0.0145,1,0
SPY,Charles Schwab,2024-04-13,-235251135.4,-234126032.21,-231716595.9,-0.0048,-0.015,1,1
SPY,Charles Schwab,2024-04-15,6396451.61,7849671.41,9118077.66,0.2272,0.4255,1,1
SPY,Charles Schwab,2024-04-22,-246657519.61,-248598578.05,-249777976.47,-0.0079,-0.0127,1,0
SPY,Charles Schwab,2024-04-30,-179363066.59,-176919434.91,-172220186.96,-0.0136,-0.0398,1,1
SPY,Charles Schwab,2024-05-07,-141091316.24,-138689154.19,-139824763.93,-0.017,-0.009,1,1
SPY,Charles Schwab,2024-05-14,-106495476.94,-106866143.13,-105743327.11,-0.0035,-0.0071,1,1
SPY,Charles Schwab,2024-05-17,33873176.6,40040975.19,32640562.35,0.1821,0.0364,1,0
SPY,Charles Schwab,2024-05-21,-128472445.59,-126928525.42,-127232322.67,-0.012,-0.0097,1,1
SPY,Charles Schwab,2024-05-28,-43622262.45,-47396174.22,-42138863.58,-0.0865,-0.034,0,1
SPY,Charles Schwab,2024-06-02,-373657483.24,-372490747.42,-373497930.21,-0.0031,-0.0004,1,1
SPY,Charles Schwab,2024-06-03,-254205545.38,-251506396.1,-249082843.92,-0.0106,-0.0202,1,1
SPY,Charles Schwab,2024-06-04,251259565.31,250544032.37,250166795.36,0.0028,0.0043,1,0
SPY,Charles Schwab,2024-06-07,40272916.13,42150852.22,48915358.17,0.0466,0.2146,0,1
SPY,Charles Schwab,2024-06-09,37466776.72,35056167.63,49189208.44,0.0643,0.3129,0,1
SPY,Charles Schwab,2024-06-10,-95985448.7,-97064387.77,-97637091.67,-0.0112,-0.0172,0,1
SPY,Charles Schwab,2024-06-12,-91381959.02,-88594036.54,-92904393.51,-0.0305,-0.0167,1,1
SPY,Charles Schwab,2024-06-23,9069595.46,6565929.71,8877961.02,0.2761,0.0211,1,0
SPY,Charles Schwab,2024-06-26,23594670.32,27823145.89,28300854.78,0.1792,0.1995,3,3
SPY,Charles Schwab,2024-06-30,97373859.7,98937302.32,96711739.63,0.0161,0.0068,0,1
SPY,Charles Schwab,2024-07-05,-369602603.4,-371462375.51,-368392784.76,-0.005,-0.0033,1,1
SPY,Charles Schwab,2024-07-11,280185763.39,289175492.3,272831923.38,0.0321,0.0262,0,1
SPY,Charles Schwab,2024-07-17,18861005.0,22666056.89,16048454.86,0.2017,0.1491,1,1
SPY,Charles Schwab,2024-07-27,218998876.85,219103740.42,221784778.5,0.0005,0.0127,1,1
SPY,Charles Schwab,2024-08-02,276203374.77,280442459.92,276129427.78,0.0153,0.0003,1,1
SPY,Charles Schwab,2024-08-05,7379465.9,7483155.58,12706877.92,0.0141,0.7219,0,1
SPY,Charles Schwab,2024-08-08,168018723.08,165783713.7,169910114.84,0.0133,0.0113,1,0
SPY,Charles Schwab,2024-08-09,30802043.75,32446135.28,37291004.93,0.0534,0.2107,0,1
SPY,Charles Schwab,2024-08-17,-70909439.73,-65082919.79,-67564042.73,-0.0822,-0.0472,1,0
SPY,Charles Schwab,2024-08-18,122988939.85,124244833.27,122674426.61,0.0102,0.0026,1,1
SPY,Charles Schwab,2024-08-25,37664800.19,38904537.93,46417095.91,0.0329,0.2324,0,1
SPY,Charles Schwab,2024-08-26,354092708.45,351084906.78,353265514.94,0.0085,0.0023,1,1
SPY,Charles Schwab,2024-08-27,5874661.95,2717812.7,10217491.34,0.5374,0.7392,1,1
SPY,Charles Schwab,2024-08-30,-168420675.25,-168129523.64,-162599896.27,-0.0017,-0.0346,1,1
SPY,Charles Schwab,2024-09-01,-256085045.66,-260707969.38,-257435283.15,-0.0181,-0.0053,1,1
SPY,Charles Schwab,2024-09-02,352859278.27,351814274.48,353367948.89,0.003,0.0014,1,0
SPY,Charles Schwab,2024-09-15,-292926262.89,-293475608.3,-290753790.15,-0.0019,-0.0074,1,1
SPY,Charles Schwab,2024-09-16,-66022634.87,-63576112.71,-63765055.26,-0.0371,-0.0342,0,1
SPY,Charles Schwab,2024-09-18,3591534.01,2147658.46,1192029.95,0.402,0.6681,1,1
SPY,Charles Schwab,2024-09-29,200326571.57,195567805.32,200401931.34,0.0238,0.0004,1,0
SPY,Charles Schwab,2024-10-04,59686859.62,61217110.27,59028417.0,0.0256,0.011,1,1
SPY,Charles Schwab,2024-10-05,12907069.46,14579168.76,11048969.81,0.1295,0.144,1,1
SPY,Charles Schwab,2024-10-06,-260123430.2,-257988677.62,-257572560.91,-0.0082,-0.0098,1,1
SPY,Charles Schwab,2024-10-14,12054586.95,12530621.81,14289391.94,0.0395,0.1854,0,1
SPY,Charles Schwab,2024-10-31,-376889142.98,-376171611.72,-374899763.16,-0.0019,-0.0053,1,1
SPY,Charles Schwab,2024-11-02,303238745.79,296893751.09,303484439.16,0.0209,0.0008,1,1
SPY,Charles Schwab,2024-11-04,-182046907.4,-182813939.92,-180914961.32,-0.0042,-0.0062,1,1
SPY,Charles Schwab,2024-11-06,277260670.56,276578452.32,275228912.12,0.0025,0.0073,1,1
SPY,Charles Schwab,2024-11-08,-64040981.54,-61036877.88,-64531271.31,-0.0469,-0.0077,1,0
SPY,Charles Schwab,2024-11-09,-306254148.35,-309748395.31,-305858003.02,-0.0114,-0.0013,0,1
SPY,Charles Schwab,2024-11-12,34712491.85,36082411.28,38527008.77,0.0395,0.1099,0,1
SPY,Charles Schwab,2024-11-13,68594595.05,73075979.2,77944316.03,0.0653,0.1363,0,1
SPY,Charles Schwab,2024-11-16,-109671710.08,-107487522.63,-100997312.28,-0.0199,-0.0791,0,1
SPY,Charles Schwab,2024-11-19,224653353.92,226351693.35,228675003.52,0.0076,0.0179,0,1
SPY,Charles Schwab,2024-11-21,-54566614.81,-53229553.28,-50979912.57,-0.0245,-0.0657,0,1
SPY,Charles Schwab,2024-11-27,-211410402.74,-207622080.44,-210890732.71,-0.0179,-0.0025,1,0
SPY,Charles Schwab,2024-12-01,4311032.5,3173559.42,5165101.03,0.2639,0.1981,1,1
SPY,Charles Schwab,2024-12-04,326957666.02,321539868.56,334795237.67,0.0166,0.024,1,1
SPY,Charles Schwab,2024-12-05,79016565.22,80445267.38,78818881.67,0.0181,0.0025,0,1
SPY,Charles Schwab,2024-12-11,232774225.94,235156653.52,230530078.7,0.0102,0.0096,1,1
SPY,Charles Schwab,2024-12-15,-163682698.86,-161837141.63,-167430380.91,-0.0113,-0.0229,1,1
SPY,Charles Schwab,2024-12-17,-173779622.06,-171753052.81,-168544553.27,-0.0117,-0.0301,0,1
SPY,Charles Schwab,2024-12-27,51463824.83,50859725.48,54754543.16,0.0117,0.0639,1,1
SPY,Charles Schwab,2024-12-28,3558280.66,5434093.82,1678480.71,0.5272,0.5283,1,1
SPY,Vanguard,2024-01-01,33625727.73,31516524.56,47022394.25,0.0627,0.3984,1,3
SPY,Vanguard,2024-01-02,25341961.6,38005578.41,24219858.4,0.4997,0.0443,2,1
SPY,Vanguard,2024-01-03,-26209689.03,-28317486.36,-22105719.85,-0.0804,-0.1566,2,2
SPY,Vanguard,2024-01-05,-61648347.39,-56256371.63,-61292122.05,-0.0875,-0.0058,1,1
SPY,Vanguard,2024-01-07,51064651.94,48254308.25,55852127.61,0.055,0.0938,1,0
SPY,Vanguard,2024-01-08,3312617.37,1670581.03,5211480.07,0.4957,0.5732,2,2
SPY,Vanguard,2024-01-09,28428994.28,24312236.94,28274296.8,0.1448,0.0054,2,1
SPY,Vanguard,2024-01-11,10138533.32,12170753.64,11228015.3,0.2004,0.1075,1,1
SPY,Vanguard,2024-01-12,-20907233.48,-19697466.98,-19057945.58,-0.0579,-0.0885,2,1
SPY,Vanguard,2024-01-13,-51105906.11,-50760187.21,-54023945.28,-0.0068,-0.0571,1,0
SPY,Vanguard,2024-01-14,32393753.08,30433501.09,36339594.32,0.0605,0.1218,1,3
SPY,Vanguard,2024-01-15,-13374633.17,-12132072.02,-13921671.91,-0.0929,-0.0409,1,1
SPY,Vanguard,2024-01-16,8334518.03,6930681.65,9919236.55,0.1684,0.1901,1,1
SPY,Vanguard,2024-01-17,3966246.2,8697696.0,7612209.2,1.1929,0.9192,2,2
SPY,Vanguard,2024-01-18,26110382.83,26057304.29,23349269.1,0.002,0.1057,1,2
SPY,Vanguard,2024-01-19,-4953608.71,-3836207.39,-638207.54,-0.2256,-0.8712,1,1
SPY,Vanguard,2024-01-21,-48440219.69,-53803706.28,-49152323.72,-0.1107,-0.0147,0,1
SPY,Vanguard,2024-01-22,-44143199.14,-49738630.4,-42798414.12,-0.1268,-0.0305,2,1
SPY,Vanguard,2024-01-23,58379119.53,56994013.65,62758635.27,0.0237,0.075,1,2
SPY,Vanguard,2024-01-24,-27906132.29,-20908157.75,-29749414.01,-0.2508,-0.0661,1,0
SPY,Vanguard,2024-01-25,15665839.75,13788260.03,15565374.16,0.1199,0.0064,1,0
SPY,Vanguard,2024-01-26,27547714.54,29998894.49,28568084.97,0.089,0.037,2,0
SPY,Vanguard,2024-01-27,1391120.61,-3930024.35,-1394408.05,3.8251,2.0024,2,2
SPY,Vanguard,2024-01-28,42075391.64,45928302.32,43297263.71,0.0916,0.029,0,1
SPY,Vanguard,2024-01-29,4624186.71,8284132.46,3865717.32,0.7915,0.164,1,1
SPY,Vanguard,2024-01-30,6695760.15,3927894.5,7860008.04,0.4134,0.1739,3,2
SPY,Vanguard,2024-01-31,30451412.92,34237375.31,34157989.09,0.1243,0.1217,1,1
SPY,Vanguard,2024-02-02,-33601824.96,-36579705.92,-34329218.83,-0.0886,-0.0216,2,2
SPY,Vanguard,2024-02-03,40969994.21,37961512.91,42773586.75,0.0734,0.044,1,0
SPY,Vanguard,2024-02-04,-4354684.15,-1489796.83,-6989396.79,-0.6579,-0.605,2,1
SPY,Vanguard,2024-02-05,-54818503.02,-55070016.45,-55797460.67,-0.0046,-0.0179,1,0
SPY,Vanguard,2024-02-06,-72599501.53,-72815346.57,-72947325.15,-0.003,-0.0048,1,1
SPY,Vanguard,2024-02-07,20577161.14,17236210.78,21107747.97,0.1624,0.0258,2,2
SPY,Vanguard,2024-02-08,-7067565.8,-8544352.01,-4083000.71,-0.209,-0.4223,0,1
SPY,Vanguard,2024-02-11,-29292336.4,-22399518.11,-33016164.83,-0.2353,-0.1271,1,2
SPY,Vanguard,2024-02-12,-24217538.37,-21183695.85,-21524411.86,-0.1253,-0.1112,1,1
SPY,Vanguard,2024-02-13,17458575.34,20976741.69,17769600.6,0.2015,0.0178,2,0
SPY,Vanguard,2024-02-15,-31108436.68,-32295115.04,-28880287.28,-0.0381,-0.0716,1,1
SPY,Vanguard,2024-02-16,6418178.98,6399664.48,5757558.81,0.0029,0.1029,0,1
SPY,Vanguard,2024-02-17,-3569213.31,-1729155.16,-3583915.25,-0.5155,-0.0041,1,0
SPY,Vanguard,2024-02-19,-11374259.52,-13587272.72,-11140898.11,-0.1946,-0.0205,1,2
SPY,Vanguard,2024-02-20,-30424610.44,-27693785.28,-29433803.88,-0.0898,-0.0326,1,1
SPY,Vanguard,2024-02-21,-21289183.82,-26675650.87,-22228004.21,-0.253,-0.0441,1,0
SPY,Vanguard,2024-02-22,-56212953.85,-54492415.96,-58790838.91,-0.0306,-0.0459,1,1
SPY,Vanguard,2024-02-23,-2857054.22,4896299.22,4412941.35,-2.7138,-2.5446,1,1
SPY,Vanguard,2024-02-24,-44841946.27,-48047635.59,-35054485.94,-0.0715,-0.2183,2,1
SPY,Vanguard,2024-02-25,1363687.59,1439164.59,4293249.23,0.0553,2.1483,0,1
SPY,Vanguard,2024-02-26,2373428.35,8702519.66,2476158.14,2.6666,0.0433,2,0
SPY,Vanguard,2024-02-27,-16538277.14,-19333765.88,-18704149.3,-0.169,-0.131,1,0
SPY,Vanguard,2024-02-28,11044240.25,11909820.95,11998789.44,0.0784,0.0864,2,2
SPY,Vanguard,2024-02-29,31644055.03,30064926.54,33355539.38,0.0499,0.0541,1,0
SPY,Vanguard,2024-03-01,-37512167.54,-37977769.17,-36910174.67,-0.0124,-0.016,1,1
SPY,Vanguard,2024-03-02,61335524.88,63566515.28,61716954.5,0.0364,0.0062,2,1
SPY,Vanguard,2024-03-03,-36270489.61,-34595453.96,-39543419.25,-0.0462,-0.0902,1,0
SPY,Vanguard,2024-03-04,6595212.29,6835908.44,8460049.71,0.0365,0.2828,0,2
SPY,Vanguard,2024-03-06,-34952450.21,-29199491.63,-28727198.48,-0.1646,-0.1781,1,1
SPY,Vanguard,2024-03-07,-43074153.13,-45504031.37,-39596098.07,-0.0564,-0.0807,0,1
SPY,Vanguard,2024-03-08,7793603.46,6675381.65,10737696.9,0.1435,0.3778,1,2
SPY,Vanguard,2024-03-09,-5222779.17,-6075147.77,-9819161.13,-0.1632,-0.8801,0,1
SPY,Vanguard,2024-03-10,15049789.35,18857129.48,12366398.04,0.253,0.1783,1,1
SPY,Vanguard,2024-03-11,18222757.95,17626728.69,15682141.92,0.0327,0.1394,0,2
SPY,Vanguard,2024-03-12,10106713.04,16156351.83,9832996.71,0.5986,0.0271,2,0
SPY,Vanguard,2024-03-13,-22894009.35,-22600681.89,-22047286.01,-0.0128,-0.037,1,1
SPY,Vanguard,2024-03-14,-1833085.32,831672.35,4780154.7,-1.4537,-3.6077,0,2
SPY,Vanguard,2024-03-15,-11732733.05,-11355058.22,-9669613.66,-0.0322,-0.1758,1,2
SPY,Vanguard,2024-03-16,25771594.08,27697018.63,26473396.19,0.0747,0.0272,0,1
SPY,Vanguard,2024-03-18,-29942150.97,-27689285.78,-29327034.37,-0.0752,-0.0205,0,1
